0,1,2,3,4,5,6,7,8
26.06.20 09:19:59,21649.95,21650.00,21649.95,21650.00,50,0,21649.97,1351275.00
26.06.20 09:24:59,21600.05,21600.05,21600.00,21600.00,100,50,21616.67,1381700.00
26.06.20 09:28:59,21592.05,21592.05,21592.05,21592.05,25,125,21613.15,1393675.00
26.06.20 09:35:59,21608.50,21608.50,21608.50,21608.50,25,150,21612.57,1395050.00
26.06.20 09:38:59,21591.55,21591.55,21591.55,21591.55,25,175,21610.23,1402625.00
26.06.20 09:41:59,21591.55,21591.55,21591.55,21591.55,25,200,21608.37,1410875.00
26.06.20 09:42:59,21574.75,21574.75,21574.70,21574.75,100,200,21598.76,1410875.00
26.06.20 09:44:59,21621.70,21621.70,21621.70,21621.70,25,300,21600.29,1420950.00
26.06.20 09:47:59,21559.10,21559.10,21540.00,21540.00,50,350,21594.32,1431525.00
26.06.20 09:49:59,21539.90,21540.00,21539.85,21540.00,75,350,21586.16,1431525.00
26.06.20 09:53:59,21580.00,21580.00,21580.00,21580.00,25,400,21585.86,1447200.00
26.06.20 10:05:59,21600.00,21621.45,21600.00,21621.45,50,450,21588.02,1461875.00
26.06.20 10:07:59,21630.00,21650.00,21630.00,21650.00,75,450,21594.40,1461875.00
26.06.20 10:11:59,21610.00,21610.00,21600.00,21600.00,50,425,21595.16,1466700.00
26.06.20 10:12:59,21575.00,21575.00,21575.00,21575.00,25,425,21594.47,1466700.00
26.06.20 10:15:59,21550.00,21550.00,21550.00,21550.00,25,450,21592.98,1465775.00
26.06.20 10:16:59,21535.10,21535.10,21525.00,21525.00,125,450,21584.14,1465775.00
26.06.20 10:17:59,21510.00,21510.00,21475.00,21475.00,425,525,21556.15,1476900.00
26.06.20 10:18:59,21425.00,21425.00,21425.00,21425.00,50,525,21551.76,1476900.00
26.06.20 10:20:59,21452.00,21452.00,21452.00,21452.00,25,525,21549.94,1481000.00
26.06.20 10:21:59,21400.00,21400.00,21400.00,21400.00,50,950,21544.68,1481425.00
26.06.20 10:23:59,21452.00,21452.00,21452.00,21452.00,25,950,21543.08,1489825.00
26.06.20 10:26:59,21400.00,21400.00,21400.00,21400.00,50,1000,21538.31,1498075.00
26.06.20 10:30:59,21452.50,21452.50,21452.50,21452.50,50,1050,21535.55,1504075.00
26.06.20 10:32:59,21450.00,21450.00,21450.00,21450.00,50,1050,21532.87,1511975.00
26.06.20 10:46:59,21375.00,21375.00,21325.00,21325.00,125,1100,21521.07,1525950.00
26.06.20 10:48:59,21350.00,21350.00,21350.00,21350.00,25,1225,21518.63,1514500.00
26.06.20 10:50:59,21300.00,21300.00,21300.00,21300.00,50,1225,21512.55,1520725.00
26.06.20 10:51:59,21324.95,21324.95,21324.95,21324.95,25,1250,21509.98,1520750.00
26.06.20 10:52:59,21350.00,21360.00,21350.00,21360.00,275,1250,21489.15,1520750.00
26.06.20 10:56:59,21369.00,21369.00,21369.00,21369.00,25,1300,21487.74,1524025.00
26.06.20 10:59:59,21400.00,21400.05,21400.00,21400.00,400,1325,21473.84,1528650.00
26.06.20 11:01:59,21450.00,21470.00,21450.00,21470.00,50,1325,21473.57,1528675.00
26.06.20 11:05:59,21470.00,21500.00,21470.00,21500.00,75,1500,21474.03,1515675.00
26.06.20 11:09:59,21460.00,21460.00,21460.00,21460.00,25,1475,21473.90,1513050.00
26.06.20 11:11:59,21460.00,21460.00,21460.00,21460.00,25,1475,21473.77,1510675.00
26.06.20 11:22:59,21410.00,21410.00,21410.00,21410.00,25,1500,21473.19,1514900.00
26.06.20 11:23:59,21441.20,21441.20,21441.20,21441.20,100,1500,21471.93,1514550.00
26.06.20 11:24:59,21400.00,21400.00,21400.00,21400.00,25,1500,21471.30,1514550.00
26.06.20 11:25:59,21350.00,21350.00,21350.00,21350.00,25,1500,21470.24,1514550.00
26.06.20 11:33:59,21380.00,21380.00,21380.00,21380.00,25,1600,21469.46,1527200.00
26.06.20 11:38:59,21446.60,21446.60,21430.00,21430.00,650,1875,21463.68,1530300.00
26.06.20 11:49:59,21430.00,21430.00,21430.00,21430.00,50,2175,21463.21,1538300.00
26.06.20 11:50:59,21430.00,21430.00,21430.00,21430.00,25,2225,21462.98,1541800.00
26.06.20 12:01:59,21450.00,21495.00,21450.00,21495.00,150,2225,21463.50,1546125.00
26.06.20 12:02:59,21500.80,21500.80,21500.80,21500.80,50,2225,21463.99,1524775.00
26.06.20 12:10:59,21460.00,21460.00,21460.00,21460.00,25,2250,21463.97,1524350.00
26.06.20 12:12:59,21460.00,21460.00,21460.00,21460.00,50,2275,21463.91,1520550.00
26.06.20 12:20:59,21485.00,21485.00,21485.00,21485.00,25,2325,21464.05,1512075.00
26.06.20 12:26:59,21395.00,21395.00,21395.00,21395.00,50,2350,21463.21,1488850.00
26.06.20 12:27:59,21390.00,21390.00,21390.00,21390.00,50,2325,21462.30,1488825.00
26.06.20 12:29:59,21390.00,21390.00,21390.00,21390.00,25,2325,21461.86,1490450.00
26.06.20 12:30:59,21350.00,21350.00,21350.00,21350.00,75,2300,21459.82,1490425.00
26.06.20 12:32:59,21362.35,21362.35,21362.35,21362.35,25,2300,21459.24,1495750.00
26.06.20 12:33:59,21372.00,21372.00,21372.00,21372.00,25,2250,21458.71,1495850.00
26.06.20 12:35:59,21372.00,21372.00,21372.00,21372.00,25,2250,21458.20,1498975.00
26.06.20 12:44:59,21317.30,21317.30,21261.85,21261.85,200,2425,21450.51,1484350.00
26.06.20 12:45:59,21250.00,21250.00,21225.00,21225.00,150,2425,21443.56,1484350.00
26.06.20 12:46:59,21250.00,21250.00,21250.00,21250.00,25,2425,21442.50,1484350.00
26.06.20 12:49:59,21265.80,21265.80,21265.80,21265.80,25,2575,21441.54,1490675.00
26.06.20 12:50:59,21245.30,21245.30,21245.30,21245.30,150,2575,21435.34,1500750.00
26.06.20 12:54:59,21257.40,21257.40,21257.40,21257.40,150,2600,21429.90,1504725.00
26.06.20 12:57:59,21274.95,21274.95,21274.95,21274.95,175,2600,21424.63,1507900.00
26.06.20 12:59:59,21289.00,21289.00,21289.00,21289.00,175,2600,21420.11,1505875.00
26.06.20 13:01:59,21335.00,21335.00,21335.00,21335.00,25,2775,21419.71,1506050.00
26.06.20 13:02:59,21301.40,21301.40,21301.40,21301.40,25,2775,21419.15,1511475.00
26.06.20 13:03:59,21256.55,21256.55,21256.55,21256.55,25,2750,21418.39,1511700.00
26.06.20 13:04:59,21265.00,21265.00,21265.00,21265.00,150,2750,21414.19,1462200.00
26.06.20 13:05:59,21274.95,21275.00,21274.95,21275.00,50,2750,21412.93,1466475.00
26.06.20 13:06:59,21275.00,21275.00,21275.00,21275.00,125,2825,21409.87,1516100.00
26.06.20 13:11:59,21255.00,21255.00,21255.00,21255.00,250,2950,21403.31,1520425.00
26.06.20 13:13:59,21278.00,21278.00,21278.00,21278.00,350,3175,21396.29,1520850.00
26.06.20 13:14:59,21319.95,21319.95,21319.95,21319.95,25,3175,21395.99,1514950.00
26.06.20 13:15:59,21350.00,21393.55,21350.00,21393.55,50,3350,21395.80,1515175.00
26.06.20 13:16:59,21390.00,21390.00,21390.00,21390.00,50,3350,21395.75,1515175.00
26.06.20 13:20:59,21406.70,21406.70,21406.70,21406.70,50,3350,21395.84,1471650.00
26.06.20 13:25:59,21360.00,21360.00,21360.00,21360.00,25,3375,21395.70,1463600.00
26.06.20 13:28:59,21350.00,21350.00,21350.00,21350.00,25,3375,21395.52,1467500.00
26.06.20 13:34:59,21280.00,21280.00,21280.00,21280.00,25,3400,21395.08,1478825.00
26.06.20 13:35:59,21251.25,21251.25,21251.25,21251.25,25,3400,21394.53,1490775.00
26.06.20 13:36:59,21250.00,21258.75,21250.00,21258.75,175,3400,21390.79,1490775.00
26.06.20 13:39:59,21277.25,21277.25,21277.25,21277.25,25,3250,21390.36,1494600.00
26.06.20 13:47:59,21340.00,21340.00,21335.45,21335.45,50,3250,21389.97,1504350.00
26.06.20 13:53:59,21298.70,21298.70,21298.70,21298.70,25,3225,21389.64,1523975.00
26.06.20 13:56:59,21310.45,21310.45,21310.45,21310.45,50,3250,21389.00,1532525.00
26.06.20 14:04:59,21330.00,21330.00,21330.00,21330.00,25,3250,21388.78,1539725.00
26.06.20 14:06:59,21350.00,21398.80,21350.00,21398.75,150,3225,21388.82,1528925.00
26.06.20 14:08:59,21393.05,21393.05,21393.05,21393.05,25,3225,21388.84,1528925.00
26.06.20 14:11:59,21339.60,21339.60,21339.60,21339.60,25,3175,21388.66,1520050.00
26.06.20 14:21:59,21400.00,21470.00,21400.00,21470.00,100,3200,21389.41,1529525.00
26.06.20 14:23:59,21441.20,21441.25,21441.20,21441.25,50,3200,21389.77,1529525.00
26.06.20 14:24:59,21450.85,21450.85,21450.85,21450.85,25,3150,21389.98,1507550.00
26.06.20 14:25:59,21489.95,21489.95,21489.95,21489.95,25,3150,21390.32,1507550.00
26.06.20 14:33:59,21476.35,21476.35,21460.00,21460.00,50,3200,21390.86,1501750.00
26.06.20 14:34:59,21410.00,21410.00,21410.00,21410.00,25,3200,21390.92,1501750.00
26.06.20 14:37:59,21300.00,21300.00,21300.00,21300.00,100,3200,21389.70,1474425.00
26.06.20 14:42:59,21375.00,21375.00,21375.00,21375.00,25,3200,21389.65,1465425.00
26.06.20 14:45:59,21410.00,21410.00,21410.00,21410.00,25,3225,21389.72,1467725.00
26.06.20 14:49:59,21365.30,21365.30,21365.30,21365.30,25,3250,21389.64,1469400.00
