0,1,2,3,4,5,6,7,8
27.11.20 09:15:59,29642.75,29642.80,29642.75,29642.80,50,0,29642.77,1478450.00
27.11.20 09:17:59,29600.00,29659.00,29600.00,29659.00,125,50,29645.87,1507075.00
27.11.20 09:18:59,29672.00,29703.85,29650.00,29703.85,325,50,29669.92,1507075.00
27.11.20 09:20:59,29747.05,29747.05,29725.15,29725.15,50,500,29675.94,1546650.00
27.11.20 09:22:59,29709.05,29713.45,29709.05,29713.45,75,500,29680.26,1546650.00
27.11.20 09:23:59,29721.95,29721.95,29721.95,29721.95,25,650,29681.86,1563875.00
27.11.20 09:24:59,29670.85,29670.85,29632.00,29632.00,425,650,29680.82,1563875.00
27.11.20 09:25:59,29620.00,29620.00,29558.60,29558.60,125,650,29673.20,1563875.00
27.11.20 09:33:59,29638.75,29638.75,29638.75,29638.75,25,475,29672.50,1599225.00
27.11.20 09:34:59,29600.00,29600.00,29600.00,29600.00,25,475,29671.05,1599225.00
27.11.20 09:35:59,29558.60,29566.10,29551.55,29551.55,150,550,29659.06,1613575.00
27.11.20 09:36:59,29584.40,29584.40,29568.70,29568.70,450,550,29638.02,1613575.00
27.11.20 09:39:59,29600.00,29607.85,29600.00,29607.85,75,775,29636.74,1623425.00
27.11.20 09:41:59,29615.00,29615.00,29564.20,29564.20,100,875,29634.67,1633900.00
27.11.20 09:42:59,29501.00,29501.00,29501.00,29501.00,100,875,29628.67,1633900.00
27.11.20 09:43:59,29510.60,29510.60,29510.60,29510.60,100,0,29623.35,
27.11.20 09:49:59,29510.50,29510.50,29510.50,29510.50,25,1000,29622.10,1635075.00
27.11.20 09:52:59,29655.75,29700.00,29655.75,29700.00,50,1025,29623.31,1652050.00
27.11.20 09:53:59,29595.95,29595.95,29595.95,29595.95,500,1000,29622.11,1637925.00
27.11.20 09:54:59,29679.35,29679.35,29679.35,29679.35,25,1000,29622.62,1637925.00
27.11.20 09:55:59,29669.45,29669.45,29669.45,29669.45,25,1000,29623.03,1637925.00
27.11.20 09:57:59,29650.00,29650.00,29650.00,29650.00,25,550,29623.27,1649850.00
27.11.20 09:58:59,29710.95,29710.95,29710.95,29710.95,400,550,29631.98,1649850.00
27.11.20 10:01:59,29574.50,29574.50,29574.50,29574.50,400,925,29627.69,1653750.00
27.11.20 10:02:59,29631.15,29631.15,29631.15,29631.15,25,625,29627.71,1662475.00
27.11.20 10:04:59,29616.45,29616.45,29616.35,29616.35,50,625,29627.56,
27.11.20 10:05:59,29630.60,29630.60,29630.60,29630.60,25,625,29627.58,1668625.00
27.11.20 10:07:59,29666.20,29666.20,29666.20,29666.20,400,625,29630.96,1668625.00
27.11.20 10:09:59,29589.00,29589.00,29575.55,29575.55,50,950,29630.38,1674175.00
27.11.20 10:11:59,29584.25,29584.25,29584.25,29584.25,100,975,29629.30,1671100.00
27.11.20 10:15:59,29620.00,29620.00,29620.00,29620.00,25,1075,29629.25,1679000.00
27.11.20 10:19:59,29657.20,29657.20,29657.20,29657.20,25,1100,29629.41,1681625.00
27.11.20 10:21:59,29646.30,29646.30,29646.30,29646.30,25,1100,29629.50,1685150.00
27.11.20 10:25:59,29600.00,29600.00,29600.00,29600.00,50,1125,29629.17,1687600.00
27.11.20 10:26:59,29601.20,29601.20,29601.20,29601.20,25,1125,29629.01,1688000.00
27.11.20 10:27:59,29650.00,29650.00,29650.00,29650.00,25,1175,29629.13,1688050.00
27.11.20 10:28:59,29645.40,29645.40,29645.40,29645.40,25,1175,29629.22,1688050.00
27.11.20 10:30:59,29591.25,29602.85,29591.25,29592.00,300,1150,29627.13,1690650.00
27.11.20 10:31:59,29575.50,29600.00,29575.50,29600.00,75,1150,29626.59,1690650.00
27.11.20 10:33:59,29624.80,29624.80,29624.80,29624.80,25,1250,29626.58,1697525.00
27.11.20 10:37:59,29580.00,29580.00,29580.00,29580.00,50,1275,29626.11,1703400.00
27.11.20 10:43:59,29533.20,29547.00,29533.20,29547.00,250,1325,29621.89,1708550.00
27.11.20 10:45:59,29567.70,29567.70,29567.70,29567.70,25,1350,29621.63,1704825.00
27.11.20 10:46:59,29581.35,29581.35,29581.35,29581.35,25,1350,29621.44,1704825.00
27.11.20 10:49:59,29570.00,29570.00,29570.00,29570.00,25,1375,29621.20,1706825.00
27.11.20 10:50:59,29600.00,29600.00,29600.00,29600.00,50,1350,29621.00,1708100.00
27.11.20 11:05:59,29600.90,29600.90,29600.90,29600.90,150,1300,29620.34,1728925.00
27.11.20 11:10:59,29550.00,29550.00,29512.40,29512.40,150,1400,29618.14,1728900.00
27.11.20 11:13:59,29570.70,29570.70,29570.70,29570.70,100,1425,29617.23,1723300.00
27.11.20 11:17:59,29543.15,29543.15,29543.15,29543.15,25,1500,29616.91,1727800.00
27.11.20 11:23:59,29570.00,29570.00,29570.00,29570.00,50,1525,29616.51,1729575.00
27.11.20 11:25:59,29511.05,29511.05,29511.05,29511.05,100,1525,29614.73,1729675.00
27.11.20 11:27:59,29575.50,29575.50,29575.50,29575.50,25,1575,29614.56,1727825.00
27.11.20 11:38:59,29575.00,29710.00,29575.00,29695.15,550,1575,29616.42,1715375.00
27.11.20 11:40:59,29613.70,29613.70,29613.70,29613.70,500,1625,29617.03,1715425.00
27.11.20 11:44:59,29655.00,29655.00,29655.00,29655.00,25,1275,29617.17,1719275.00
27.11.20 11:47:59,29716.05,29721.85,29716.05,29721.85,150,1300,29619.27,1721300.00
27.11.20 11:48:59,29700.00,29700.00,29700.00,29700.00,25,1200,29619.55,1721200.00
27.11.20 11:51:59,29678.25,29678.25,29678.25,29678.25,100,1200,29620.36,1725325.00
27.11.20 11:52:59,29710.00,29710.00,29710.00,29710.00,25,1200,29620.66,1725325.00
27.11.20 11:58:59,29745.65,29745.65,29745.65,29745.65,400,1200,29626.37,1740250.00
27.11.20 11:59:59,29653.85,29653.85,29653.85,29653.85,400,1200,29628.27,1741600.00
27.11.20 12:00:59,29746.85,29746.85,29746.85,29746.85,25,1175,29628.64,1741450.00
27.11.20 12:03:59,29740.00,29740.00,29740.00,29740.00,75,1150,29629.65,1736575.00
27.11.20 12:04:59,29740.80,29740.80,29740.80,29740.80,25,1150,29629.99,1736575.00
27.11.20 12:07:59,29730.35,29730.35,29730.35,29730.35,25,1200,29630.29,1736500.00
27.11.20 12:08:59,29730.35,29730.35,29730.35,29730.35,25,1200,29630.59,1743600.00
27.11.20 12:10:59,29751.50,29751.50,29751.50,29751.50,400,1225,29635.17,1743675.00
27.11.20 12:12:59,29703.00,29703.00,29703.00,29703.00,25,1550,29635.36,1741625.00
27.11.20 12:13:59,29694.70,29694.70,29694.70,29694.70,25,1550,29635.53,1741625.00
27.11.20 12:17:59,29705.60,29705.60,29705.60,29705.60,25,1500,29635.73,1737675.00
27.11.20 12:26:59,29749.00,29749.00,29749.00,29749.00,25,1500,29636.05,1736775.00
27.11.20 12:29:59,29799.50,29799.50,29799.50,29799.50,25,1500,29636.52,1738925.00
27.11.20 12:31:59,29768.30,29792.60,29768.30,29792.60,425,1475,29643.02,1738900.00
27.11.20 12:35:59,29800.45,29800.50,29800.45,29800.45,50,1325,29643.87,1740800.00
27.11.20 12:36:59,29800.45,29800.45,29800.00,29800.00,50,1300,29644.70,1740675.00
27.11.20 12:39:59,29780.00,29780.00,29780.00,29780.00,25,1300,29645.06,1740050.00
27.11.20 12:41:59,29785.30,29785.30,29785.30,29785.30,25,1300,29645.44,1745125.00
27.11.20 12:42:59,29799.00,29800.00,29799.00,29800.00,50,1300,29646.25,1745200.00
27.11.20 12:43:59,29802.00,29802.00,29802.00,29802.00,75,1300,29647.48,1745200.00
27.11.20 12:44:59,29780.00,29780.00,29780.00,29780.00,25,1300,29647.83,1746625.00
27.11.20 12:45:59,29750.00,29750.00,29750.00,29750.00,25,1300,29648.09,1746625.00
27.11.20 12:46:59,29805.35,29805.35,29805.35,29805.35,300,1300,29652.32,1746625.00
