0,1,2,3,4,5,6,7,8,9,10
31.01.20 09:15:59,31179.45,31179.45,31179.45,31179.45,20,0,1232000.00,,,
31.01.20 09:20:59,31150.00,31150.00,31150.00,31150.00,160,20,1225240.00,,,
31.01.20 09:21:59,31180.00,31180.00,31126.10,31126.10,40,180,1225400.00,,,
31.01.20 09:25:59,31300.00,31300.00,31300.00,31300.00,20,220,1234540.00,,,
31.01.20 09:29:59,31280.00,31280.00,31280.00,31280.00,20,240,1229340.00,,,
31.01.20 09:31:59,31279.00,31279.00,31279.00,31279.00,20,240,1229340.00,,,
31.01.20 09:37:59,31257.25,31257.25,31257.25,31257.25,20,280,1262900.00,,,
31.01.20 09:47:59,31207.60,31207.60,31207.60,31207.60,20,280,1289740.00,,,
31.01.20 09:50:59,31150.00,31150.00,31150.00,31150.00,20,280,1294260.00,,,
31.01.20 10:26:59,31150.00,31150.00,31150.00,31150.00,20,300,1299620.00,,,
31.01.20 10:29:59,31150.00,31150.00,31127.85,31127.85,60,300,1298920.00,,,
31.01.20 10:37:59,31181.30,31181.30,31181.30,31181.30,20,340,1299200.00,,,
31.01.20 11:08:59,31100.00,31100.00,31100.00,31100.00,120,320,1288560.00,,,
31.01.20 11:10:59,31100.00,31100.00,31100.00,31100.00,20,300,1288540.00,,,
31.01.20 11:29:59,31070.00,31070.00,31070.00,31070.00,40,320,1303960.00,,,
31.01.20 11:30:59,31061.05,31061.05,31050.00,31050.00,40,320,1303960.00,,,
31.01.20 11:37:59,31050.00,31050.00,31045.00,31045.00,40,360,1317640.00,,,
31.01.20 11:53:59,31000.00,31000.00,31000.00,31000.00,40,400,1343100.00,,,
31.01.20 12:18:59,31041.30,31041.30,31041.30,31041.30,20,440,1365440.00,,,
31.01.20 12:46:59,31120.55,31120.55,31120.10,31120.10,60,440,1343840.00,,,
31.01.20 12:49:59,31148.00,31148.00,31148.00,31148.00,40,480,1343860.00,,,
31.01.20 12:50:59,31180.00,31180.00,31180.00,31180.00,40,480,1340560.00,,,
31.01.20 12:57:59,31100.00,31100.00,31100.00,31100.00,20,520,1350020.00,,,
31.01.20 13:11:59,31100.00,31100.00,31100.00,31100.00,40,520,1344040.00,,,
31.01.20 13:18:59,31127.40,31127.40,31127.40,31127.40,20,560,1341880.00,,,
31.01.20 13:30:59,31191.25,31200.00,31183.75,31183.75,100,540,1330620.00,,,
31.01.20 13:36:59,31182.55,31182.55,31182.55,31182.55,20,560,1312680.00,,,
31.01.20 13:37:59,31160.20,31160.20,31155.75,31155.75,80,560,1312680.00,,,
31.01.20 13:38:59,31163.70,31163.70,31163.70,31163.70,100,560,1309620.00,,,
31.01.20 13:43:59,31180.00,31180.00,31180.00,31180.00,120,740,1306360.00,,,
31.01.20 13:45:59,31200.00,31200.00,31198.85,31198.85,220,840,1305660.00,,,
31.01.20 13:46:59,31230.00,31230.00,31230.00,31230.00,20,840,1305660.00,,,
31.01.20 13:47:59,31232.10,31232.10,31225.95,31225.95,120,840,1292660.00,,,
31.01.20 13:48:59,31229.90,31229.90,31229.90,31229.90,60,1200,1292960.00,,,
31.01.20 13:49:59,31229.90,31229.90,31229.90,31229.90,60,1200,1292960.00,,,
31.01.20 13:50:59,31246.75,31250.00,31246.75,31250.00,80,1200,1280080.00,,,
31.01.20 13:51:59,31269.00,31270.10,31254.70,31270.10,80,1340,1280220.00,,,
31.01.20 13:55:59,31205.00,31205.00,31205.00,31205.00,20,1380,1256160.00,,,
31.01.20 13:57:59,31205.00,31205.00,31189.05,31189.05,120,1380,1248320.00,,,
31.01.20 13:58:59,31189.00,31189.00,31189.00,31189.00,20,1380,1248320.00,,,
31.01.20 14:01:59,31130.00,31130.00,31114.75,31114.75,40,1380,1250760.00,,,
31.01.20 14:05:59,31150.00,31150.00,31150.00,31150.00,20,1380,1249000.00,,,
31.01.20 14:15:59,31254.00,31255.00,31254.00,31255.00,40,1400,1243080.00,,,
31.01.20 14:16:59,31270.10,31300.00,31270.10,31300.00,120,1400,1243080.00,,,
31.01.20 14:18:59,31300.00,31300.00,31300.00,31300.00,40,1440,1229220.00,,,
31.01.20 14:19:59,31303.05,31303.05,31303.05,31303.05,20,1440,1229220.00,,,
31.01.20 14:20:59,31290.05,31290.05,31290.05,31290.05,20,1440,1229220.00,,,
31.01.20 14:25:59,31270.10,31270.10,31270.10,31270.10,20,1480,1234060.00,,,
31.01.20 14:34:59,31301.00,31301.00,31301.00,31301.00,20,1480,1239620.00,,,
31.01.20 14:35:59,31301.00,31310.00,31301.00,31310.00,40,1480,1239620.00,,,
31.01.20 14:37:59,31270.00,31270.00,31245.00,31245.00,40,1540,1245160.00,,,
31.01.20 14:38:59,31250.00,31250.00,31250.00,31250.00,20,1540,1245160.00,,,
31.01.20 14:45:59,31205.00,31205.00,31205.00,31205.00,20,1560,1246760.00,,,
31.01.20 14:48:59,31202.75,31202.75,31202.75,31202.75,20,0,1245320.00,,,
31.01.20 14:53:59,31213.15,31213.15,31213.15,31213.15,20,1580,1248580.00,,,
31.01.20 14:56:59,31202.60,31202.60,31202.60,31202.60,20,1580,1244660.00,,,
31.01.20 15:02:59,31211.95,31211.95,31211.95,31211.95,20,1580,1246220.00,,,
31.01.20 15:04:59,31150.00,31150.00,31149.70,31150.00,80,1580,1239400.00,,,
31.01.20 15:05:59,31150.00,31150.00,31150.00,31150.00,20,1580,1239400.00,,,
31.01.20 15:08:59,31147.00,31147.00,31147.00,31147.00,100,1640,1225940.00,,,
31.01.20 15:10:59,31119.55,31119.55,31119.55,31119.55,40,1740,1224740.00,,,
31.01.20 15:12:59,31120.25,31120.25,31100.00,31100.00,120,1700,1213220.00,,,
31.01.20 15:13:59,31103.90,31103.90,31103.90,31103.90,100,1700,1213220.00,,,
31.01.20 15:16:59,31134.85,31134.85,31134.85,31134.85,40,1600,1208480.00,,,
31.01.20 15:21:59,31120.75,31120.75,31120.75,31120.75,80,1600,1195440.00,,,
31.01.20 15:25:59,31120.75,31120.75,31120.75,31120.75,20,1620,1189100.00,,,
31.01.20 15:26:59,31120.60,31120.60,31120.60,31120.60,20,1620,1189100.00,,,
31.01.20 15:28:59,31133.45,31133.45,31133.45,31133.45,20,1640,1184560.00,,,
31.01.20 15:30:00,31138.55,31138.55,31138.55,31138.55,20,1640,1184560.00,,,
01.02.20 09:15:59,30750.10,30854.20,30750.00,30854.20,140,1660,1079680.00,,,
01.02.20 09:16:59,30900.00,30900.00,30900.00,30900.00,20,1660,1079680.00,,,
01.02.20 09:17:59,30906.55,30906.55,30893.30,30893.30,40,1660,1110460.00,,,
