0,1,2,3,4,5,6,7,8,9
10.11.20 09:17:59,220.00,220.00,220.00,220.00,75,0,220.00,,
10.11.20 10:10:59,204.00,204.00,204.00,204.00,150,75,209.33,,
10.11.20 10:29:59,207.00,207.00,207.00,207.00,150,225,208.40,,
10.11.20 10:39:59,201.05,201.05,201.05,201.05,75,375,207.17,,
10.11.20 11:01:59,189.55,189.55,189.55,189.55,150,450,202.76,,
10.11.20 11:25:59,202.30,202.30,202.30,202.30,75,600,202.71,,
10.11.20 11:29:59,200.00,200.00,200.00,200.00,150,675,202.22,,
10.11.20 11:38:59,189.90,189.90,189.90,189.90,150,825,200.32,,
10.11.20 11:39:59,201.85,201.85,201.85,201.85,75,675,200.43,,
10.11.20 12:04:59,189.65,189.65,189.65,189.65,150,750,199.08,,
10.11.20 12:14:59,191.95,191.95,191.95,191.95,225,600,197.96,,
10.11.20 12:40:59,193.95,193.95,193.95,193.95,75,600,197.76,,
10.11.20 12:41:59,196.70,196.70,196.70,196.70,150,600,197.66,,
10.11.20 12:49:59,190.50,190.50,190.00,190.00,225,825,196.78,,
10.11.20 13:00:59,187.00,187.00,187.00,187.00,375,1050,195.15,,
10.11.20 13:17:59,186.35,186.35,186.35,186.35,750,1425,193.23,,
10.11.20 13:30:59,196.00,196.00,196.00,196.00,75,1725,193.30,,
10.11.20 13:33:59,193.45,193.45,193.45,193.45,75,1800,193.30,,
10.11.20 13:37:59,192.00,192.00,192.00,192.00,75,1800,193.27,,
10.11.20 13:38:59,192.00,192.00,190.10,190.10,150,1800,193.17,,
10.11.20 13:51:59,188.70,188.70,188.70,188.70,150,1800,192.98,,
10.11.20 14:03:59,198.25,198.25,198.25,198.25,225,1800,193.30,,
10.11.20 14:16:59,207.00,207.00,207.00,207.00,75,2025,193.56,,
10.11.20 14:18:59,207.00,207.00,207.00,207.00,75,2025,193.82,,
10.11.20 14:20:59,206.10,206.10,206.10,206.10,75,2025,194.05,,
10.11.20 14:34:59,194.10,194.10,194.10,194.10,75,2250,194.05,,
10.11.20 14:45:59,191.00,191.00,188.70,188.70,375,2325,193.64,,
10.11.20 14:52:59,181.30,181.30,181.10,181.10,300,2700,192.85,,
10.11.20 14:59:59,187.20,187.20,187.20,187.20,900,2700,191.74,,
10.11.20 15:03:59,184.15,184.15,184.15,184.15,150,3600,191.54,,
10.11.20 15:08:59,171.65,171.65,171.65,171.65,900,3750,189.81,,
10.11.20 15:12:59,181.65,181.65,181.65,181.65,75,3000,189.72,,
10.11.20 15:28:59,177.20,177.20,177.20,177.20,75,3000,189.58,,
11.11.20 09:25:59,160.00,160.00,160.00,160.00,75,3075,160.00,,
11.11.20 09:29:59,155.30,158.80,155.30,158.80,150,3075,158.03,,
11.11.20 09:31:59,159.75,159.75,159.75,159.75,75,3075,158.46,,
11.11.20 09:32:59,158.00,158.00,158.00,158.00,75,3075,158.37,,
11.11.20 09:33:59,157.80,157.80,157.80,157.80,75,3075,158.27,,
11.11.20 09:34:59,159.80,159.80,159.80,159.80,75,3075,158.49,,
11.11.20 09:37:59,161.40,161.40,161.40,161.40,150,3075,159.02,,
11.11.20 09:41:59,156.00,156.75,156.00,156.75,150,3075,158.54,,
11.11.20 09:43:59,153.00,153.00,153.00,153.00,150,3075,157.69,,
11.11.20 09:45:59,153.00,153.00,153.00,153.00,150,3225,157.06,,
11.11.20 09:50:59,153.00,153.00,153.00,153.00,75,3450,156.81,,
11.11.20 09:58:59,154.00,154.00,154.00,154.00,75,3900,156.64,,
11.11.20 10:02:59,155.00,155.00,155.00,155.00,225,3900,156.40,,
11.11.20 10:08:59,158.80,158.80,158.80,158.80,75,4200,156.51,,
11.11.20 10:14:59,157.55,157.55,157.55,157.55,75,4200,156.56,,
11.11.20 10:19:59,158.00,158.00,158.00,158.00,75,4350,156.62,,
11.11.20 10:35:59,150.65,150.65,150.65,150.65,75,4350,156.37,,
11.11.20 10:45:59,150.00,150.00,150.00,150.00,75,4350,156.12,,
11.11.20 11:01:59,157.00,157.00,157.00,157.00,225,4425,156.21,,
11.11.20 11:02:59,157.00,157.00,157.00,157.00,150,4425,156.26,,
11.11.20 11:11:59,161.65,161.65,161.60,161.60,150,4500,156.60,,
11.11.20 11:15:59,172.85,176.75,166.15,166.15,300,4650,158.33,,
11.11.20 11:16:59,167.70,167.70,167.70,167.70,75,4650,158.59,,
11.11.20 11:18:59,171.90,171.90,171.90,171.90,75,4650,158.94,,
11.11.20 11:24:59,171.90,171.90,171.90,171.90,75,0,159.27,,
11.11.20 11:29:59,171.90,171.90,171.90,171.90,75,4575,159.59,,
11.11.20 11:43:59,177.15,177.15,177.15,177.15,75,4650,160.01,,
11.11.20 11:47:59,173.65,173.65,173.65,173.65,150,4650,160.65,,
11.11.20 11:50:59,178.70,178.70,178.70,178.70,225,4650,161.82,,
11.11.20 11:52:59,175.60,179.15,175.60,179.15,150,4650,162.47,,
11.11.20 11:54:59,179.00,179.00,179.00,179.00,75,4425,162.81,,
11.11.20 11:58:59,183.00,183.00,183.00,183.00,75,4425,163.21,,
11.11.20 12:15:59,158.00,158.00,158.00,158.00,150,4575,163.01,,
