0,1,2,3,4,5,6,7,8
29.05.20 09:15:59,9391.05,9391.15,9391.05,9391.15,450,0,9391.10,10078125.00
29.05.20 09:16:59,9396.80,9405.85,9396.80,9405.85,150,0,9393.65,10078125.00
29.05.20 09:17:59,9405.85,9405.85,9405.85,9405.85,150,450,9396.09,10095825.00
29.05.20 09:18:59,9416.30,9422.65,9416.30,9422.60,525,450,9406.03,10095825.00
29.05.20 09:19:59,9415.00,9420.85,9415.00,9420.85,225,450,9407.67,10095825.00
29.05.20 09:21:59,9428.05,9428.05,9427.00,9427.00,150,1200,9409.47,10189650.00
29.05.20 09:22:59,9425.00,9425.00,9421.40,9421.40,375,1200,9412.21,10189650.00
29.05.20 09:23:59,9415.50,9415.50,9415.50,9415.50,75,1650,9412.33,10251525.00
29.05.20 09:24:59,9410.05,9410.05,9410.05,9410.05,75,1650,9412.25,10251525.00
29.05.20 09:26:59,9400.00,9400.00,9400.00,9400.00,75,1650,9411.84,10192875.00
29.05.20 09:27:59,9400.00,9400.00,9400.00,9400.00,300,1875,9410.45,10193100.00
29.05.20 09:28:59,9406.80,9406.80,9400.00,9400.00,150,1875,9410.05,10193100.00
29.05.20 09:29:59,9392.30,9392.30,9392.30,9392.30,75,1875,9409.57,10172025.00
29.05.20 09:31:59,9392.00,9392.00,9392.00,9392.00,75,1950,9409.11,10172100.00
29.05.20 09:34:59,9389.25,9392.40,9389.25,9392.40,150,2025,9408.20,10166475.00
29.05.20 09:35:59,9384.00,9384.00,9382.00,9382.00,225,2100,9406.46,10178325.00
29.05.20 09:36:59,9380.00,9380.00,9376.75,9376.75,150,2100,9405.21,10178325.00
29.05.20 09:37:59,9370.15,9370.15,9370.15,9370.15,75,2100,9404.45,10178325.00
29.05.20 09:38:59,9374.00,9374.00,9374.00,9374.00,75,2400,9403.80,10156050.00
29.05.20 09:39:59,9383.20,9384.50,9383.20,9384.50,1275,2400,9398.35,10156050.00
29.05.20 09:40:59,9384.00,9384.00,9384.00,9384.00,75,2400,9398.13,10156050.00
29.05.20 09:41:59,9396.70,9396.70,9396.70,9396.70,75,3525,9398.11,10155750.00
29.05.20 09:44:59,9400.00,9400.00,9400.00,9400.00,150,3600,9398.16,10144725.00
29.05.20 09:46:59,9400.00,9400.00,9400.00,9400.00,75,3600,9398.19,10144725.00
29.05.20 09:48:59,9385.00,9385.00,9385.00,9385.00,450,3750,9397.03,10164450.00
29.05.20 09:50:59,9380.00,9380.00,9380.00,9380.00,75,4200,9396.80,10156500.00
29.05.20 09:53:59,9388.75,9394.05,9388.75,9394.05,150,4275,9396.66,10172625.00
29.05.20 09:54:59,9392.20,9398.00,9392.20,9398.00,150,4275,9396.62,10172625.00
29.05.20 09:56:59,9399.00,9399.00,9399.00,9399.00,75,4275,9396.65,10177950.00
29.05.20 09:57:59,9390.00,9390.00,9390.00,9390.00,75,4350,9396.57,10178025.00
29.05.20 09:59:59,9392.95,9392.95,9392.95,9392.95,150,4425,9396.49,10162350.00
29.05.20 10:00:59,9390.00,9390.00,9390.00,9390.00,75,4425,9396.41,10162350.00
29.05.20 10:05:59,9411.80,9411.80,9411.80,9411.80,75,4575,9396.59,10205025.00
29.05.20 10:08:59,9424.00,9424.00,9424.00,9424.00,75,4650,9396.90,10206375.00
29.05.20 10:10:59,9429.75,9429.75,9429.75,9429.75,75,4650,9397.28,10206375.00
29.05.20 10:11:59,9426.35,9426.35,9426.35,9426.35,75,4650,9397.60,10234200.00
29.05.20 10:12:59,9428.90,9428.90,9420.05,9420.05,150,4800,9398.19,10234350.00
29.05.20 10:13:59,9420.00,9420.00,9416.00,9416.00,150,4800,9398.62,10234350.00
29.05.20 10:15:59,9406.75,9406.75,9406.75,9406.75,75,5025,9398.71,10256775.00
29.05.20 10:18:59,9413.45,9413.45,9413.45,9413.45,75,5025,9398.86,10256475.00
29.05.20 10:19:59,9426.30,9426.30,9426.30,9426.30,75,5025,9399.15,10256475.00
29.05.20 10:20:59,9420.30,9420.30,9420.30,9420.30,75,5025,9399.37,10298175.00
29.05.20 10:21:59,9422.90,9422.90,9420.30,9422.55,225,5100,9400.04,10298250.00
29.05.20 10:26:59,9430.00,9430.00,9430.00,9430.00,75,5325,9400.34,10356075.00
29.05.20 10:27:59,9434.30,9434.30,9434.30,9434.30,75,5325,9400.67,10356075.00
29.05.20 10:28:59,9435.00,9435.00,9435.00,9435.00,75,5325,9401.00,10356075.00
29.05.20 10:32:59,9425.00,9427.00,9425.00,9427.00,225,5250,9401.72,10355025.00
29.05.20 10:34:59,9422.50,9422.50,9420.00,9420.00,150,5250,9402.08,10355025.00
29.05.20 10:35:59,9438.85,9440.00,9438.85,9440.00,225,5475,9403.05,10403175.00
29.05.20 10:36:59,9445.85,9445.85,9445.85,9445.85,75,5475,9403.43,10403175.00
