0,1,2,3,4,5,6,7,8,9,10
28.08.20 09:15:59,11640.20,11641.55,11640.15,11641.55,750,0,11640.85,12161925.00,,
28.08.20 09:16:59,11649.00,11649.00,11645.40,11645.40,225,0,11642.22,12161925.00,,
28.08.20 09:17:59,11646.70,11646.70,11646.70,11646.70,75,975,11642.54,12292200.00,,
28.08.20 09:18:59,11650.00,11650.00,11645.05,11645.05,150,975,11643.16,12292200.00,,
28.08.20 09:20:59,11642.40,11652.55,11642.40,11652.55,300,1425,11643.78,12371550.00,,
28.08.20 09:21:59,11650.15,11650.15,11647.00,11647.00,1050,1425,11646.29,12371550.00,,
28.08.20 09:22:59,11647.00,11647.00,11647.00,11647.00,300,1425,11646.31,12371550.00,,
28.08.20 09:23:59,11644.45,11644.45,11644.45,11644.45,75,1425,11646.27,12440925.00,,
28.08.20 09:24:59,11645.00,11645.00,11643.05,11643.05,375,2400,11646.03,12441900.00,,
28.08.20 09:25:59,11643.05,11643.05,11641.00,11641.00,150,2400,11645.86,12441900.00,,
28.08.20 09:26:59,11641.00,11641.00,11641.00,11641.00,75,2850,11645.76,12491850.00,,
28.08.20 09:27:59,11641.90,11641.90,11641.90,11641.90,75,2850,11645.68,12491850.00,,
28.08.20 09:29:59,11650.00,11650.00,11650.00,11650.00,75,2925,11645.76,12539250.00,,
28.08.20 09:31:59,11652.00,11652.00,11652.00,11652.00,75,2925,11645.89,12539250.00,,
28.08.20 09:32:59,11652.00,11652.00,11652.00,11652.00,150,3150,11646.12,12593250.00,,
28.08.20 09:33:59,11650.00,11650.00,11643.60,11643.60,225,3150,11646.22,12593250.00,,
28.08.20 09:34:59,11645.30,11645.30,11645.30,11645.30,300,3150,11646.19,12593250.00,,
28.08.20 09:36:59,11647.30,11647.30,11647.30,11647.30,75,3525,11646.21,12626175.00,,
28.08.20 09:37:59,11655.15,11655.15,11655.15,11655.15,375,3525,11646.80,12626175.00,,
28.08.20 09:38:59,11659.95,11660.00,11659.95,11660.00,150,3900,11647.20,12751725.00,,
28.08.20 09:40:59,11655.60,11655.60,11655.60,11655.60,75,3900,11647.32,12751725.00,,
28.08.20 09:41:59,11652.70,11652.70,11652.70,11652.70,75,3975,11647.40,12769875.00,,
28.08.20 09:42:59,11654.95,11654.95,11654.95,11654.95,75,3975,11647.51,12769875.00,,
28.08.20 09:43:59,11654.60,11654.60,11654.60,11654.60,75,3975,11647.60,12769875.00,,
28.08.20 09:44:59,11654.45,11654.45,11650.75,11650.75,150,4200,11647.74,12800550.00,,
28.08.20 09:45:59,11650.00,11650.00,11650.00,11650.00,150,4200,11647.80,12800550.00,,
28.08.20 09:46:59,11650.00,11650.00,11650.00,11650.00,150,4200,11647.86,12800550.00,,
28.08.20 09:47:59,11651.25,11651.25,11651.25,11651.25,75,4350,11647.90,12841500.00,,
28.08.20 09:49:59,11651.25,11651.25,11651.25,11651.25,75,4350,11647.94,12841500.00,,
28.08.20 09:50:59,11650.10,11650.10,11650.10,11650.10,375,4500,11648.07,12848025.00,,
28.08.20 09:51:59,11651.25,11651.25,11651.25,11651.25,75,4500,11648.11,12848025.00,,
28.08.20 09:54:59,11641.45,11642.80,11641.45,11642.80,225,4950,11647.91,12853875.00,,
28.08.20 09:55:59,11643.00,11643.00,11643.00,11643.00,150,4950,11647.81,12853875.00,,
